Fx_mean,Fx_std,Fx_rms,Fx_peak,Fx_crest_factor,Fx_dominant_frequency_hz,Fx_spectral_centroid_hz,Fx_bandpower_low,Fx_bandpower_mid,Fx_bandpower_high,Fy_mean,Fy_std,Fy_rms,Fy_peak,Fy_crest_factor,Fy_dominant_frequency_hz,Fy_spectral_centroid_hz,Fy_bandpower_low,Fy_bandpower_mid,Fy_bandpower_high,Fz_mean,Fz_std,Fz_rms,Fz_peak,Fz_crest_factor,Fz_dominant_frequency_hz,Fz_spectral_centroid_hz,Fz_bandpower_low,Fz_bandpower_mid,Fz_bandpower_high,Mz_mean,Mz_std,Mz_rms,Mz_peak,Mz_crest_factor,Mz_dominant_frequency_hz,Mz_spectral_centroid_hz,Mz_bandpower_low,Mz_bandpower_mid,Mz_bandpower_high,F_resultant_mean,F_resultant_std,F_resultant_rms,F_resultant_peak,F_resultant_crest_factor,F_resultant_dominant_frequency_hz,F_resultant_spectral_centroid_hz,F_resultant_bandpower_low,F_resultant_bandpower_mid,F_resultant_bandpower_high,specific_energy_proxy,force_torque_corr,run_id,specimen_id,sampling_rate_hz,analysis_window_seconds,nominal_process_seconds,target_class,property_value,process_quality,microscopy_target_class,microscopy_property_value,microscopy_magnification,batch_id,property_delta_abs
40.87194848060608,2.4762315793915715,40.94689115715739,49.59247970581055,1.211141512928801,124.0,4776.742320869211,45176.641043270894,5283.58130914355,9411.636943663523,25.343978405284883,1.8043613699915744,25.4081278602156,31.240406036376957,1.2295437982777793,167.0,4705.155802279584,21798.338817048727,3122.0779791938617,6600.504028139279,55.1537378156662,3.1249666192065835,55.24219593218941,65.16800689697266,1.1796780666895887,87.0,4728.5747362493785,73255.31271240626,7608.328475650216,14485.693018820995,0.3619797544375062,0.0307255748815333,0.3632814385217582,0.4587860405445099,1.2628942519369362,124.0,4823.530240180033,7.279233843254401,0.4545682248095975,1.4849556289711534,73.2363992143631,3.217280962519302,73.30703285959235,83.09783172607422,1.133558793536693,1.0,4613.155818829534,82618.13177886844,7026.625095903,11984.886423671782,26.555831909179688,0.4626723960303748,grinding_specimen_000,specimen_000,20000,1.0,20.0,grain,0.198675,pass,grain,0.198675,200.0,batch_1,0.0
41.46394808921814,2.49383350178603,41.538875727202914,49.1708869934082,1.1837317725286256,125.0,4707.053759799586,45901.699549104495,5364.062992302159,9470.91876099294,25.708316091918945,1.79905586953537,25.77118775500517,31.48706817626953,1.22179344140451,168.0,4683.358428394787,21876.620841902524,3163.969125839516,6372.821327293165,55.989511183547975,3.1406537439536133,56.07752730383227,66.14490509033203,1.1795260645490653,87.0,4675.806628946197,74634.85363349783,7022.964238977073,14663.11191094946,0.3620350147560239,0.0305771745301311,0.3633239814705885,0.4503743052482605,1.2395942140271818,125.0,4712.74676340888,7.237342346027667,0.4531591093998712,1.4299022306174936,74.32237493476867,3.241291393483213,74.39301973869456,84.0462417602539,1.1297597819723717,1.0,4543.02878415155,84539.44382275027,6601.627579220642,12075.84502665207,26.953224182128903,0.4633630834665594,grinding_specimen_001,specimen_001,20000,1.0,20.0,grain,0.2436125,pass,grain,0.2436125,200.0,batch_2,0.0
40.89280966854096,2.481590311047089,40.96803843314199,48.64260482788086,1.187330579843685,126.0,4674.510336864999,45380.559259054375,5435.805989487106,9344.54700134189,25.345533672904967,1.8016636509646051,25.40948777672558,31.268552780151367,1.2305857188035303,170.0,4760.267437400133,21610.055145852,3250.895131007053,6568.762653587684,55.18740204181671,3.120949630069401,55.27557933408338,65.62604522705078,1.1872520562907103,88.0,4808.32619473178,72891.9283844896,7466.118840279987,14752.45507320854,0.3621312210440636,0.0305331489529183,0.363416144990623,0.4689947068691253,1.2905169826211946,126.0,4708.111873897873,7.220448699719039,0.4515714944889413,1.4310207431919044,73.27428187732697,3.208041577144565,73.34447433446267,82.81221771240234,1.129085980421173,1.0,4645.595645779004,82048.05318601949,6981.479775649131,12063.084197980834,26.580224990844727,0.4626598456124228,grinding_specimen_002,specimen_002,20000,1.0,20.0,grain,0.2001375,pass,grain,0.2001375,500.0,batch_3,0.0
41.41405148048401,2.4843216107153583,41.48849857362456,49.70009613037109,1.197924674043685,124.0,4638.508068391181,45561.325004776765,5418.429843328944,9285.777296625787,25.673544324970244,1.829332518448384,25.738635077821524,32.10626983642578,1.2473959764902656,167.0,4798.640367824709,22657.23070354447,3260.0120804841795,6516.493645283386,55.912195585823056,3.1330663796129032,55.99990821569614,65.81867218017578,1.1753353581698829,1.0,4644.53425267636,73483.36738474743,7510.848054111179,14969.367167804405,0.3620102767452597,0.0307156319180395,0.3633110107240132,0.4555518329143524,1.2538894210954958,124.0,4655.773546443134,7.300189566845984,0.4573494875600377,1.4577433837276363,74.22481077213287,3.2311039974899107,74.29510459782345,84.47091674804688,1.136964773188051,1.0,4519.075846305171,83358.56402404723,7009.5022409496205,12158.751912181348,26.916046142578125,0.4625094762568035,grinding_specimen_003,specimen_003,20000,1.0,20.0,grain,0.2389375,pass,grain,0.2389375,200.0,batch_4,0.0
41.21341839504242,2.490360889706768,41.28859107750956,48.92910385131836,1.1850514288430318,123.0,4681.482761682628,45951.1549795665,5331.274272503224,9311.076607485154,25.54036924552917,1.7911576664713835,25.603099558142013,31.231351852416992,1.219826989364854,166.0,4715.700515292732,21538.798366248466,3125.2618044480832,6425.884402665011,55.6195304227829,3.131089228797993,55.70759269802966,66.18134307861328,1.1880129776448602,86.0,4628.5077556221,73743.52871998005,7676.178773340103,14507.798844259054,0.3619617370441556,0.0308794228157323,0.3632765308101464,0.4587450921535492,1.2627985934860628,123.0,4675.3361857221125,7.339228792313682,0.4718177310107636,1.501425565653154,73.84555888175964,3.2304456546949814,73.91618459909418,83.72123718261719,1.1326509564407787,1.0,4499.780490646073,83654.75924587312,7085.330595978804,11910.59371061138,26.775781631469727,0.4662730845061399,grinding_specimen_004,specimen_004,20000,1.0,20.0,grain,0.22405,pass,grain,0.22405,200.0,batch_5,0.0
41.46737833995819,2.4864671532930718,41.54185823110997,49.32190704345703,1.1872821569286642,123.0,4649.484888961551,45624.51949980762,5398.545794018598,9382.192301702516,25.701760632133485,1.8043738576543635,25.76502017483536,31.625333786010746,1.2274523199053862,167.0,4690.345225412854,21887.84468626944,3165.46755810723,6498.25257357125,55.98074011726379,3.1395151564861714,56.068706240597656,65.48759460449219,1.1679883306648264,86.0,4648.607715306279,74314.83093458845,7628.644816162473,14456.233006040966,0.3622195845901966,0.0307350134769218,0.363521207791404,0.4518749415874481,1.2430497365830255,123.0,4657.648968123851,7.3192115147167005,0.442424661899891,1.461633208852385,74.31573210906983,3.2301756447124084,74.38589969613008,85.22911834716797,1.1457698124958218,1.0,4516.218225888279,83739.68344639547,6852.576737129314,11937.57753765569,26.964906692504883,0.4662737878453255,grinding_specimen_005,specimen_005,20000,1.0,20.0,grain,0.2432625,pass,grain,0.2432625,1000.0,batch_0,0.0
40.88269151039123,2.4861298235637435,40.958214153371344,49.00900650024414,1.1965611175508275,123.0,4742.6649028699,45359.09699697622,5568.7729684398055,9440.789179273726,25.340520208740237,1.8150050776112343,25.405436581199048,31.52744483947754,1.240972369780451,166.0,4771.120206583651,22086.64545535379,3229.813614704831,6590.859082772005,55.169475924301146,3.1215096865883574,55.257713456905805,64.4636001586914,1.1665991248256238,86.0,4701.501092106877,73076.23232814968,7491.0388620116355,14556.82353283922,0.3620922120079398,0.0307051409282059,0.3633917661095581,0.4694547653198242,1.2918695719106894,123.0,4785.439583689539,7.267272828150503,0.4557074281013879,1.485269505820155,73.25406078510285,3.2045266160276165,73.32411889917513,83.32540130615234,1.136398262360705,1.0,4602.030886046811,81665.88770638489,7060.6334713289725,12092.974406198393,26.570674896240234,0.4670040913606927,grinding_specimen_006,specimen_006,20000,1.0,20.0,grain,0.1996125,pass,grain,0.1996125,500.0,batch_1,0.0
40.77195184173584,2.4854765461869603,40.84763947459476,48.858524322509766,1.196116224853027,124.0,4665.00751984558,45748.99634809883,5193.959714681961,9377.70240925654,25.29090911951065,1.796939289159257,25.354665742231177,31.47935104370117,1.2415604829397775,168.0,4743.073600394265,21781.16059696725,3157.255333247969,6419.252427890396,55.05538853683472,3.145643634132034,55.14518003248141,64.5567398071289,1.1706687650507974,87.0,4789.027885681962,74872.8640802052,7297.730090870503,14584.991988034864,0.362107579627633,0.0305291738876466,0.3633922531948704,0.4694186151027679,1.2917683604307342,124.0,4678.915283926101,7.22993579399,0.4323556124223252,1.444850999406851,73.08828842658997,3.2375458521827705,73.15995905051746,83.45614624023438,1.140735278195103,1.0,4621.85439136996,84225.38725892502,6764.6856122666095,12015.58456528734,26.51234436035156,0.4706718840214136,grinding_specimen_007,specimen_007,20000,1.0,20.0,grain,0.1922,pass,grain,0.1922,200.0,batch_2,0.0
40.84923361558914,2.4767257499959165,40.924247792985405,49.1057014465332,1.1999170197320068,124.0,4637.124006272348,45322.35533207019,5396.9443792442935,9223.8769318616,25.32962557477951,1.8056105644550493,25.393900079920687,31.94243431091309,1.257878238883456,168.0,4775.774061820814,21835.54793097541,3168.173933629407,6548.422754898949,55.14842239685058,3.143607500156096,55.2379467483766,64.70072937011719,1.171309456248366,87.0,4827.109277830095,73764.23908738626,7512.579521114728,15154.344107797317,0.36223155131042,0.0306425243611763,0.3635253238276238,0.4601389765739441,1.2657687000428406,124.0,4685.244992647293,7.266090000092517,0.4442156224719857,1.4626051799177937,73.21565329036713,3.2160676178709404,73.28625367460097,82.90914916992188,1.1313055997929382,1.0,4657.163638873968,82352.14139371245,6879.739094078424,12233.465393622737,26.566410064697266,0.4605819163714403,grinding_specimen_008,specimen_008,20000,1.0,20.0,grain,0.1972125,pass,grain,0.1972125,1000.0,batch_3,0.0
41.07042065525055,2.494193539397113,41.14608674237687,48.79026412963867,1.1857813948413465,123.0,4804.717481504986,46132.4076475076,5334.94790252675,9349.656149468865,25.45431259355545,1.807576339589544,25.518412212241564,31.12400245666504,1.219668457339771,166.0,4838.3844495418025,22107.39503718529,3226.002522922592,6324.623044009712,55.42723537979126,3.133615466661473,55.51574522367221,65.34876251220703,1.177121233785437,86.0,4752.600816223048,73900.9883220512,7458.027357459411,14629.441529367276,0.3620642881602048,0.0307273862068172,0.3633658225866307,0.4604915976524353,1.2672947454837986,123.0,4834.03319527946,7.289194503411022,0.4510023272895914,1.4843277490318358,73.59141225337981,3.239108978644893,73.66266207803271,83.34782409667969,1.131479934955205,1.0,4656.315987971109,84042.84829142268,7041.052409782511,12031.382355066928,26.690731048583984,0.4612486589308925,grinding_specimen_009,specimen_009,20000,1.0,20.0,grain,0.213775,pass,grain,0.213775,1000.0,batch_4,0.0
