timestamp,force_z,vibration_x,vibration_y,tool_wear,experiment_tag,dataset_tag,wear_stage
0.0033,150.73,4.057,4.2318,0.1175860121073865,W1,nuaa,low_wear
0.4982999999999999,93.306,1.2748,1.5125,0.1176339404412579,W1,nuaa,low_wear
0.9933,93.306,10.066,10.331,0.1176818604273765,W1,nuaa,low_wear
1.4883,64.597,0.8694,1.1225,0.1177297720133484,W1,nuaa,low_wear
1.9833,337.34,-8.9383,-8.8741,0.1177776751455272,W1,nuaa,low_wear
2.4783,236.85,5.3761,5.8420000000000005,0.1178255697690226,W1,nuaa,low_wear
2.9733,122.02,7.1534,7.6513,0.117873455827727,W1,nuaa,low_wear
3.4683,50.242,-1.0499,-0.6959,0.1179213332643268,W1,nuaa,low_wear
3.9633,78.95100000000002,6.5243,6.9401,0.1179692020203224,W1,nuaa,low_wear
4.4583,122.02,-6.7428,-6.7389,0.1180170620360433,W1,nuaa,low_wear
4.9533000000000005,107.66,2.2071,2.7533,0.1180649132506676,W1,nuaa,low_wear
5.4483,696.21,-1.695,-1.6385,0.1181127556022393,W1,nuaa,low_wear
5.943299999999999,495.24,-2.1686,-2.1454,0.1181605890276875,W1,nuaa,low_wear
6.438299999999999,93.306,3.6882,3.8025,0.1182084134628415,W1,nuaa,low_wear
6.933299999999999,337.34,5.6132,6.1677,0.1182562288424508,W1,nuaa,low_wear
7.428299999999999,236.85,0.4973,0.7723,0.1183040351002034,W1,nuaa,low_wear
7.923299999999999,179.43,5.1127,5.5541,0.1183518321687423,W1,nuaa,low_wear
8.418299999999999,308.63,4.3898,4.6963,0.1183996199796873,W1,nuaa,low_wear
8.9133,78.95100000000002,1.5447,1.945,0.1184473984636503,W1,nuaa,low_wear
9.4083,78.95100000000002,-2.4506,-2.1448,0.1184951675502539,W1,nuaa,low_wear
9.9033,208.14,-1.375,-0.9265,0.1185429271681535,W1,nuaa,low_wear
10.3983,93.306,1.1084,1.6308,0.118590677245053,W1,nuaa,low_wear
10.8933,466.53,5.0992,5.5978,0.1186384177077237,W1,nuaa,low_wear
11.3883,351.69,-0.1349,0.1767,0.1186861484820259,W1,nuaa,low_wear
11.883299999999998,150.73,3.9606,4.2542,0.1187338694929252,W1,nuaa,low_wear
12.3783,208.14,-5.6216,-5.4249,0.1187815806645126,W1,nuaa,low_wear
12.8733,294.27,9.1722,9.7647,0.1188292819200245,W1,nuaa,low_wear
13.3683,136.37,-1.2253,-1.1598,0.1188769731818616,W1,nuaa,low_wear
13.8633,179.43,-0.4395,-0.3489,0.1189246543716089,W1,nuaa,low_wear
14.3583,136.37,4.3474,4.9829,0.1189723254100523,W1,nuaa,low_wear
14.8533,351.69,-2.5888,-2.4564,0.1190199862172036,W1,nuaa,low_wear
15.3483,107.66,-1.2639,-1.091,0.119067636712315,W1,nuaa,low_wear
15.8433,251.21,-4.9135,-4.7529,0.1191152768139013,W1,nuaa,low_wear
16.3383,351.69,-5.0812,-4.8075,0.1191629064397593,W1,nuaa,low_wear
16.833299999999998,495.24,-4.1656,-3.967,0.1192105255069881,W1,nuaa,low_wear
17.3283,337.34,3.7062,4.2234,0.1192581339320104,W1,nuaa,low_wear
17.8233,236.85,3.7845,4.4046,0.1193057316305871,W1,nuaa,low_wear
18.3183,236.85,0.1902,0.4793,0.1193533185178452,W1,nuaa,low_wear
18.8133,251.21,4.3249,4.8145,0.1194008945082907,W1,nuaa,low_wear
19.3083,222.5,4.4901,4.697,0.1194484595158343,W1,nuaa,low_wear
19.8033,150.73,-0.1375,0.2332,0.1194960134538098,W1,nuaa,low_wear
20.2983,107.66,-1.2825,-1.2369,0.1195435562349922,W1,nuaa,low_wear
20.7933,480.89,1.6031,2.0580000000000003,0.1195910877716207,W1,nuaa,low_wear
21.2883,165.08,-1.8518,-1.5151,0.119638607975419,W1,nuaa,low_wear
21.7833,337.34,3.7036,4.1296,0.1196861167576154,W1,nuaa,low_wear
22.2783,265.56,-0.9542,-0.7987,0.1197336140289625,W1,nuaa,low_wear
22.7733,222.5,-0.8385,-0.5995,0.1197810996997599,W1,nuaa,low_wear
23.2683,-93.306,4.3121,4.7618,0.1198285736798718,W1,nuaa,low_wear
23.7633,-21.532,9.2172,9.7557,0.1198760358787503,W1,nuaa,low_wear
24.2583,351.69,5.6453,6.0681,0.1199234862054547,W1,nuaa,low_wear
24.7533,409.11,-2.1474,-2.0927,0.1199709245686734,W1,nuaa,low_wear
25.2483,351.69,7.138,7.5241,0.1200183508767435,W1,nuaa,medium_wear
25.7433,437.82,-0.1304,0.1214,0.120065765037672,W1,nuaa,medium_wear
26.2383,64.597,9.3059,9.8694,0.1201131669591579,W1,nuaa,medium_wear
26.7333,251.21,-6.4774,-6.2834,0.1201605565486099,W1,nuaa,medium_wear
27.2283,208.14,5.229,5.7803,0.1202079337131711,W1,nuaa,medium_wear
27.7233,-50.242,-2.2386,-2.2637,0.1202552983597388,W1,nuaa,medium_wear
28.2183,337.34,3.7537,4.1264,0.1203026503949825,W1,nuaa,medium_wear
28.7133,-93.306,4.8364,5.0915,0.1203499897253684,W1,nuaa,medium_wear
29.2083,351.69,3.0617,3.3688,0.1203973162571807,W1,nuaa,medium_wear
29.7033,107.66,5.2521,5.8561,0.1204446298965394,W1,nuaa,medium_wear
30.1983,466.53,-0.4838,-0.2506,0.1204919305494231,W1,nuaa,medium_wear
30.6933,193.79,3.3457,3.7826,0.1205392181216921,W1,nuaa,medium_wear
31.1883,437.82,-1.7181,-1.6905,0.1205864925191039,W1,nuaa,medium_wear
31.6833,-107.66,3.1651,3.2692,0.1206337536473412,W1,nuaa,medium_wear
32.1783,466.53,6.5006,7.0139,0.1206810014120272,W1,nuaa,medium_wear
32.6733,-21.532,7.0679,7.7034,0.1207282357187506,W1,nuaa,medium_wear
33.168299999999995,509.6,2.9698,3.4549,0.1207754564730848,W1,nuaa,medium_wear
33.66329999999999,480.89,1.5504,1.8666,0.1208226635806078,W1,nuaa,medium_wear
34.1583,437.82,10.03,10.598,0.1208698569469268,W1,nuaa,medium_wear
34.653299999999994,495.24,11.574000000000002,12.225,0.1209170364776952,W1,nuaa,medium_wear
35.1483,294.27,-0.9837,-0.6284,0.1209642020786382,W1,nuaa,medium_wear
35.6433,-50.242,-0.7531,-0.453,0.1210113536555687,W1,nuaa,medium_wear
36.1383,93.306,-2.3883,-2.4179,0.1210584911144131,W1,nuaa,medium_wear
36.6333,409.11,-4.3159,-3.9188,0.1211056143612294,W1,nuaa,medium_wear
37.1283,380.4,3.7762,3.9837,0.1211527233022293,W1,nuaa,medium_wear
37.62329999999999,653.14,2.2437,2.5734,0.1211998178437991,W1,nuaa,medium_wear
38.1183,437.82,3.7768,4.1328,0.1212468978925194,W1,nuaa,medium_wear
38.6133,208.14,3.9561,4.5466,0.1212939633551908,W1,nuaa,medium_wear
39.10829999999999,294.27,4.9193,5.299,0.1213410141388478,W1,nuaa,medium_wear
39.6033,452.18,5.4629,6.0501,0.121388050150785,W1,nuaa,medium_wear
40.0983,337.34,6.3978,7.0416,0.1214350712985769,W1,nuaa,medium_wear
40.59329999999999,222.5,-2.2778,-2.2874,0.1214820774900969,W1,nuaa,medium_wear
41.0883,409.11,5.7321,6.3939,0.1215290686335424,W1,nuaa,medium_wear
41.5833,466.53,7.057,7.5935,0.1215760446374496,W1,nuaa,medium_wear
42.0783,595.72,3.9683,4.3731,0.1216230054107208,W1,nuaa,medium_wear
42.5733,165.08,-3.2506,-2.9345,0.1216699508626402,W1,nuaa,medium_wear
43.0683,251.21,5.362,5.662000000000001,0.1217168809028974,W1,nuaa,medium_wear
43.5633,380.4,5.6974,6.3508,0.1217637954416079,W1,nuaa,medium_wear
44.0583,567.01,9.0469,9.5937,0.121810694389332,W1,nuaa,medium_wear
44.55329999999999,208.14,4.9906,5.5772,0.1218575776570981,W1,nuaa,medium_wear
45.0483,322.98,-2.114,-2.1223,0.121904445156422,W1,nuaa,medium_wear
45.5433,107.66,3.5982,3.6856,0.1219512967993272,W1,nuaa,medium_wear
46.03829999999999,122.02,9.3611,9.9317,0.1219981324983674,W1,nuaa,medium_wear
46.5333,351.69,1.3725,1.8255,0.1220449521666435,W1,nuaa,medium_wear
47.0283,337.34,3.5725,3.6663,0.1220917557178281,W1,nuaa,medium_wear
47.5233,7.1774,-0.4748,-0.3566,0.1221385430661827,W1,nuaa,medium_wear
48.0183,294.27,1.2433,1.6263,0.1221853141265821,W1,nuaa,medium_wear
48.5133,380.4,2.7044,3.0424,0.122232068814531,W1,nuaa,medium_wear
49.0083,337.34,2.4397,2.9306,0.1222788070461844,W1,nuaa,medium_wear
49.5033,610.08,2.7353,3.2191,0.1223255287383725,W1,nuaa,medium_wear
49.99829999999999,480.89,1.3011,1.6051,0.1223722338086154,W1,nuaa,medium_wear
50.4933,610.08,10.851,11.512,0.1224189221751463,W1,nuaa,medium_wear
50.9883,208.14,6.7531,7.3795,0.1224655937569328,W1,nuaa,medium_wear
51.48329999999999,136.37,6.9452,7.5794,0.1225122484736929,W1,nuaa,medium_wear
51.9783,308.63,-2.0542,-2.0857,0.1225588862459203,W1,nuaa,medium_wear
52.4733,136.37,0.5031,0.9612,0.1226055069949014,W1,nuaa,medium_wear
52.96829999999999,351.69,3.8617,4.2253,0.1226521106427345,W1,nuaa,medium_wear
53.4633,509.6,1.7349,2.0362,0.1226986971123535,W1,nuaa,medium_wear
53.9583,265.56,0.6856,1.0505,0.122745266327544,W1,nuaa,medium_wear
54.4533,480.89,1.0846,1.5594,0.1227918182129663,W1,nuaa,medium_wear
54.9483,78.95100000000002,2.7295,3.2191,0.1228383526941725,W1,nuaa,medium_wear
55.4433,265.56,10.094,10.707,0.1228848696976283,W1,nuaa,medium_wear
55.9383,624.43,5.3093,5.5933,0.122931369150733,W1,nuaa,medium_wear
56.4333,351.69,0.0655,0.4395,0.1229778509818375,W1,nuaa,medium_wear
56.92829999999999,236.85,10.723,11.37,0.1230243151202656,W1,nuaa,medium_wear
57.4233,437.82,5.8767,6.4916,0.1230707614963336,W1,nuaa,medium_wear
57.9183,122.02,12.035,12.737,0.1231171900413688,W1,nuaa,medium_wear
58.41329999999999,236.85,9.0322,9.5745,0.1231636006877301,W1,nuaa,medium_wear
58.9083,-50.242,9.5558,10.169,0.1232099933688282,W1,nuaa,medium_wear
59.4033,366.05,8.4115,8.957,0.1232563680191422,W1,nuaa,medium_wear
59.8983,767.98,-3.9041,-3.7633,0.1233027245742432,W1,nuaa,medium_wear
60.3933,179.43,-1.8717,-1.8653,0.1233490629708112,W1,nuaa,medium_wear
60.8883,193.79,-2.6659,-2.2746,0.1233953831466542,W1,nuaa,medium_wear
61.3833,122.02,0.6747,1.1264,0.1234416850407299,W1,nuaa,medium_wear
61.8783,78.95100000000002,4.3269,4.8717,0.1234879685931623,W1,nuaa,medium_wear
62.37329999999999,452.18,5.1088,5.7224,0.1235342337452638,W1,nuaa,medium_wear
62.8683,294.27,3.6644,3.8584,0.1235804804395519,W1,nuaa,medium_wear
63.3633,523.95,6.2949,6.8051,0.1236267086197705,W1,nuaa,medium_wear
63.85829999999999,466.53,-1.909,-1.8891,0.1236729182309081,W1,nuaa,medium_wear
64.35329999999999,150.73,-5.3761,-5.2013,0.1237191092192165,W1,nuaa,medium_wear
64.8483,523.95,3.7119,3.8231,0.1237652815322333,W1,nuaa,medium_wear
65.3433,437.82,0.3508,0.7614,0.1238114351187957,W1,nuaa,medium_wear
65.8383,380.4,5.9043,6.5539,0.1238575699290639,W1,nuaa,medium_wear
66.33330000000001,265.56,5.1024,5.716,0.1239036859145391,W1,nuaa,medium_wear
66.8283,466.53,-2.752,-2.7629,0.1239497830280831,W1,nuaa,medium_wear
67.3233,107.66,-3.1125,-2.8542,0.1239958612239358,W1,nuaa,medium_wear
67.81830000000001,279.92,-6.8809,-6.6291,0.1240419204577348,W1,nuaa,medium_wear
68.3133,394.76,-1.4682,-1.1135,0.1240879606865373,W1,nuaa,medium_wear
68.8083,265.56,-1.8929,-1.8871,0.1241339818688357,W1,nuaa,medium_wear
69.30330000000001,222.5,-1.2825,-0.9426,0.1241799839645783,W1,nuaa,medium_wear
69.7983,165.08,0.1362,0.5166,0.1242259669351876,W1,nuaa,medium_wear
70.2933,495.24,-2.1319,-2.0947,0.1242719307435816,W1,nuaa,medium_wear
70.7883,366.05,3.658,3.9413,0.1243178753541901,W1,nuaa,medium_wear
71.2833,50.242,3.665,4.2118,0.1243638007329746,W1,nuaa,medium_wear
71.7783,-107.66,2.2123,2.5168,0.1244097068474504,W1,nuaa,medium_wear
72.2733,409.11,3.764,4.1328,0.1244555936667011,W1,nuaa,medium_wear
72.7683,35.887,2.218,2.8439,0.1245014611614012,W1,nuaa,medium_wear
73.2633,150.73,-2.7738,-2.4751,0.1245473093038346,W1,nuaa,medium_wear
73.7583,509.6,4.9058,5.0767,0.124593138067913,W1,nuaa,medium_wear
74.2533,193.79,5.2791,5.9081,0.1246389474291957,W1,nuaa,medium_wear
74.7483,452.18,-1.1174,-0.8269,0.1246847373649095,W1,nuaa,medium_wear
75.2433,322.98,4.2517,4.8255,0.1247305078539676,W1,nuaa,medium_wear
75.73830000000001,193.79,-0.6123,-0.4266,0.1247762588769889,W1,nuaa,medium_wear
76.2333,122.02,2.4789,2.7282,0.1248219904163177,W1,nuaa,medium_wear
76.7283,64.597,5.1776,5.6158,0.1248677024560441,W1,nuaa,medium_wear
77.22330000000001,122.02,5.7925,6.3027,0.1249133949820207,W1,nuaa,medium_wear
77.7183,279.92,-1.384,-1.3172,0.1249590679818879,W1,nuaa,medium_wear
78.2133,394.76,4.6642,5.2932,0.1250047214450869,W1,nuaa,medium_wear
78.70830000000001,351.69,4.3301,4.688,0.1250503553628839,W1,nuaa,medium_wear
79.2033,208.14,0.0533,0.3386,0.1250959697283898,W1,nuaa,medium_wear
79.6983,624.43,-1.9032,-1.7728,0.1251415645365795,W1,nuaa,medium_wear
80.19330000000001,409.11,1.3982,1.8781,0.1251871397843106,W1,nuaa,medium_wear
80.6883,165.08,4.4155,4.8608,0.1252326954703455,W1,nuaa,medium_wear
81.18329999999999,366.05,6.2288,6.8848,0.1252782315953727,W1,nuaa,medium_wear
81.6783,150.73,4.6674,4.9655,0.1253237481620245,W1,nuaa,medium_wear
82.17329999999998,165.08,-4.375,-4.2195,0.1253692451748982,W1,nuaa,medium_wear
82.66829999999999,64.597,-3.3753,-3.2024,0.1254147226405801,W1,nuaa,medium_wear
83.16329999999999,251.21,6.126,6.6034,0.1254601805676606,W1,nuaa,medium_wear
83.65829999999998,122.02,3.764,3.8276,0.1255056189667621,W1,nuaa,medium_wear
84.15329999999999,236.85,4.2825,4.4483,0.1255510378505545,W1,nuaa,medium_wear
84.64829999999999,-7.1774,-7.3564,-7.0859,0.1255964372337773,W1,nuaa,medium_wear
85.14329999999998,35.887,-0.9792,-0.8340000000000001,0.1256418171332653,W1,nuaa,medium_wear
85.63829999999999,222.5,4.3481,4.7149,0.1256871775679658,W1,nuaa,medium_wear
86.13329999999999,279.92,0.5751,0.7762,0.1257325185589622,W1,nuaa,medium_wear
86.62829999999998,64.597,-3.5802,-3.3097,0.125777840129496,W1,nuaa,medium_wear
87.12329999999999,150.73,-3.133,-2.8946,0.1258231423049886,W1,nuaa,medium_wear
87.61829999999999,394.76,8.8715,9.4806,0.1258684251130656,W1,nuaa,medium_wear
88.1133,523.95,11.816,12.485,0.1259136885835768,W1,nuaa,medium_wear
88.60829999999999,595.72,-7.0024,-6.8629,0.1259589327486218,W1,nuaa,medium_wear
89.10329999999999,351.69,4.9739,5.6087,0.1260041576425705,W1,nuaa,medium_wear
89.5983,236.85,-5.396,-5.2772,0.1260493633020882,W1,nuaa,medium_wear
90.0933,337.34,4.9148,5.1763,0.1260945497661606,W1,nuaa,medium_wear
90.5883,122.02,4.7111,5.0671,0.1261397170761141,W1,nuaa,medium_wear
91.0833,480.89,-1.704,-1.6449,0.1261848652756455,W1,nuaa,medium_wear
91.57829999999998,7.1774,5.353,5.8767,0.1262299944108397,W1,nuaa,medium_wear
92.0733,150.73,3.3174,3.4504,0.1262751045302002,W1,nuaa,medium_wear
92.5683,179.43,-5.5933,-5.396,0.1263201956846736,W1,nuaa,medium_wear
93.06329999999998,107.66,0.4067,0.6753,0.1263652679276719,W1,nuaa,medium_wear
93.5583,-107.66,1.508,1.9996,0.126410321315102,W1,nuaa,medium_wear
94.0533,165.08,0.6567,0.8867,0.1264553559053896,W1,nuaa,medium_wear
94.54829999999998,64.597,3.3168,3.6984,0.1265003717595079,W1,nuaa,medium_wear
95.0433,509.6,6.4112,6.8244,0.1265453689410029,W1,nuaa,medium_wear
95.5383,294.27,6.9818,7.6603,0.1265903475160209,W1,nuaa,medium_wear
96.03329999999998,337.34,-2.6286,-2.5984,0.1266353075533398,W1,nuaa,medium_wear
96.5283,710.56,1.6391,1.8801,0.1266802491243905,W1,nuaa,medium_wear
97.0233,394.76,2.6479,3.2127,0.1267251723032937,W1,nuaa,medium_wear
97.51829999999998,35.887,8.5682,9.0379,0.1267700771668822,W1,nuaa,medium_wear
98.0133,423.47,5.8548,6.1819,0.126814963794736,W1,nuaa,medium_wear
98.5083,-50.242,6.4601,6.9786,0.1268598322692087,W1,nuaa,medium_wear
99.00329999999998,150.73,8.3472,8.8786,0.1269046826754611,W1,nuaa,medium_wear
99.4983,208.14,2.8567,2.9396,0.1269495151014899,W1,nuaa,medium_wear
